,CPT_CODE_OR_OTHER,Procedure Description,Freq,Procedure_Group_Cat,Pro_Cat
591,90853,GROUP THERAPY IOP,2,New Procedure,GROUP THERAPY
592,90853,Group Psychotherapy,1,New Procedure,GROUP THERAPY
593,90853,Group Psychotherapy not Multi Family,1,New Procedure,GROUP THERAPY
594,90853,Group psychotherapy (other than of a multiple-family group),1,New Procedure,GROUP THERAPY
595,90853,PSYCH GROUP OTHER,1,New Procedure,GROUP THERAPY
596,90853,PSYCH GROUP PHP Partial Hospitalization,1,New Procedure,GROUP THERAPY
597,90853,PSYCHTX GRP 45 MIN,1,New Procedure,GROUP THERAPY
598,90853,Psych/Group Rx,1,New Procedure,GROUP THERAPY
599,90857,ADULT PARTIAL HOSPITAL,1,New Procedure,
600,90857,INTENSIVE OUTPT,1,New Procedure,
601,90857,INTENSIVE OUTPT - Group Therapy,1,New Procedure,GROUP THERAPY
602,90870,ECT TREATMENT,1,New Procedure,
603,90870,ELECTROCONVULSIVE THERAPY,1,New Procedure,Electroconvulsive therapy (includes necessary monitoring)
604,90870,Electroconvulsive therapy (includes necessary monitoring),1,New Procedure,Electroconvulsive therapy (includes necessary monitoring)
605,90899,PSYCHIATRIC SERVICE/THERAPY,1,New Procedure,Individual Therapy
606,91010,ESOPHAGUS MOTILITY STUDY,1,New Procedure,
607,91122,ANAL PRESSURE RECORD,1,New Procedure,
620,92015,Determination of refractive state,1,New Procedure,
621,92506,Speech Evaluation,1,New Procedure,Speech Language Treatment
622,92507,ST Tx SP/Lng/Vce/C,3,New Procedure,
623,92507,Speech Language Treatment,1,New Procedure,Speech Language Treatment
624,92523,ST Speech&Lang Eva,3,New Procedure,
625,92610,Swallow Evaluation,1,New Procedure,
626,92937,PRQ Revasc Bypass Graft Single Vessel,1,New Procedure,
627,93000,"Electrocardiogram, routine, with interpretation and report",231,New Procedure,Electrocardiogram
629,93005,ECG,4,New Procedure,Echocardiography
630,93005,ECG 12 Leads,2,New Procedure,Echocardiography
631,93005,ECG TRACING ONLY,1,New Procedure,Echocardiography
632,93005,EKG,2,New Procedure,Electrocardiogram
633,93005,"EKG , routine",1,New Procedure,Electrocardiogram
634,93005,EKG Complete,1,New Procedure,Electrocardiogram
635,93005,EKG TRACING ONLY,1,New Procedure,Electrocardiogram
636,93005,EKG tracing only / no interpretation,1,New Procedure,Electrocardiogram
637,93005,"ELECTROCARDIOGRAM, TRACING",1,New Procedure,Electrocardiogram
638,93005,Electrocardiogram 12 Lead Tracing Only,29,New Procedure,Electrocardiogram
639,93005,Electrocardiogram Tracing,2,New Procedure,Electrocardiogram
640,93005,Electrocardiogram Tracing only,1,New Procedure,Electrocardiogram
641,93005,Electrocardiogram tracing,1,New Procedure,Electrocardiogram
642,93005,"Electrocardiogram, 12 Lead, Tracing Only",1,New Procedure,Electrocardiogram
643,93005,"Electrocardiogram, routine, tracing only",1,New Procedure,Electrocardiogram
644,93005,"Electrocardiogram, routine, tracing only, w/o interpretation and report",4,New Procedure,Electrocardiogram
645,93005,"Electrocardiogram, routine, with at least 12 leads, tracing only",1,New Procedure,Electrocardiogram
646,93005,"Electrocardiogram, routine, with interpretation and report",231,New Procedure,Electrocardiogram
647,93005,"Electrocardiogram, routine; tracing only, w/o interpertation and report",1,New Procedure,Electrocardiogram
648,93005,"Electrocardiogram, tracing",1,New Procedure,Electrocardiogram
649,93005,HC 12 LEAD EG; TRACING ONLY,1,New Procedure,
650,93005,HC EKG TRACING ONLY,1,New Procedure,Electrocardiogram
651,93005,Pediatric EKG,1,New Procedure,
652,93010,"Electrocardiogram, routine, with at least 12 leads, interpretation and report only",1,New Procedure,Electrocardiogram
653,93017,CARDIOVASCULAR STRESS TEST,1,New Procedure,CARDIOVASCULAR STRESS TEST
654,93303,HC ECHO COMP CONGENITAL,1,New Procedure,Echocardiography
655,93306,2D Echo TTE  Complete,1,New Procedure,Echocardiography
656,93306,TT ECHO with Doppler Complete,1,New Procedure,Echocardiography
657,93306,TT ECHO with Doppler complete,1,New Procedure,Echocardiography
658,93306,TTE w/Doppler Complete,2,New Procedure,Echocardiography
659,93306,"TTE w/Doppler, Complete",1,New Procedure,Echocardiography
660,93307,ECHO DOPPLER,1,New Procedure,Echocardiography
661,93307,"Echocardiography, Transthoracic, complete",66,New Procedure,Echocardiography
662,93307,"Echocardiography, Transthoracic, complete, without Doppler",116,New Procedure,Echocardiography
663,93307,"Echocardiography, complete",86,New Procedure,Echocardiography
664,93307,"Echocardiography, complete without contrast",1,New Procedure,Echocardiography
665,93312,CA ECHO TRANS,1,New Procedure,Echocardiography
666,93320,Cardiac Doppler,1,New Procedure,
667,93325,Color Flow Imaging,1,New Procedure,
668,93325,DOPPLER VENOUS U/S,1,New Procedure,
669,93350,CA ECHO 2D W,1,New Procedure,Echocardiography
670,93350,STRESS TTE ONLY,1,New Procedure,
671,93451,"Cardiac Catheterization, right heart",1,New Procedure,
672,93452,"Cardiac Catheterization, Left Heart, percutaneous",242,New Procedure,
673,93453,HC R&LHC W LV GRAM,1,New Procedure,
674,93454,CORONARY ARTERY ANGIO SI,1,New Procedure,CT Angiogram
675,93458,"Cardiac Catheterization, Left Heart, percutaneous",242,New Procedure,
676,93458,L HRT ARTERY/VENTRICLE ANGIO,2,New Procedure,CT Angiogram
677,93458,L HRT Artery/Ventricle Angio,1,New Procedure,CT Angiogram
678,93505,BIOPSY OF HEART LINING,1,New Procedure,BIOPSY
679,93798,Cardiac Rehabilitation with Continuous EKG Monitoring,1,New Procedure,
680,94010,Spirometry,1,New Procedure,
683,94640,AEROSOL TREATMENT SINGLE,1,New Procedure,
684,94640,"Inhalation Treatment, pressurized or nonpressurized",280,New Procedure,"Inhalation Treatment, pressurized or nonpressurized"
685,94640,"Inhalation Treatment, pressurized or nonpressurized (subsequent)",1,New Procedure,"Inhalation Treatment, pressurized or nonpressurized"
686,94644,"HAND HELD NEB CONTINUOUS,1st",1,New Procedure,
687,94660,CPAP INITIATION AND MGMNT,1,New Procedure,
688,94664,M D Inhaler Initial,1,New Procedure,
690,94760,NONINVASV OXYGEN SATUR;SINGLE,4,New Procedure,
691,94760,PULSE OX SINGLE DETERMINATION,1,New Procedure,
692,94772,Apnea Monitor Initial Charge,1,New Procedure,Apnea Monitor Initial Charge
704,95812,EEG,1,New Procedure,
730,96152,"Health and Behavior Intervention, each 15 min",1,New Procedure,Individual Therapy
731,96361,IV HYD ADD HR,1,New Procedure,
732,96361,IV HYDRATION EA ADD HR,4,New Procedure,
733,96361,"IV Infusion, Hydration add-on",1,New Procedure,
734,96372,ED INJECTION SQ/IM,1,New Procedure,
735,96372,ER O/P THER INJ,1,New Procedure,
736,96372,ER THER/PRO/DX INJ SQ/IM,1,New Procedure,
737,96372,"IM, SQ, SC INJECT",1,New Procedure,
738,96372,"THER/PROPH/DIAG INJ, SC/IM",1,New Procedure,
739,96372,THERAPEUTIC/PRO/DX INJ SQ/IM,1,New Procedure,
740,96372,"Therapeutic Injection, Subcutaneous or Intramuscular",1,New Procedure,
741,96374,ED INJ IVP SNGL/INTL,1,New Procedure,
742,96374,ER THERAPYPRO//DX IV PUSH INI,1,New Procedure,Electroconvulsive therapy (includes necessary monitoring)
743,96374,INJ T/P/D IVP,1,New Procedure,
744,96374,INJ THER/PROPH IV,1,New Procedure,
745,96374,"IV Push, Single or Initial Drug",1,New Procedure,
746,96375,ED INJ IVP ADD SEQ NEW,1,New Procedure,
747,96375,ER THERAPYPRO//DX IV PUSH ADD,1,New Procedure,Electroconvulsive therapy (includes necessary monitoring)
748,96375,INJ ADD SEQ IVP,1,New Procedure,
749,96375,"IV Push, Additional New Drug",1,New Procedure,
750,96375,TX/PR/DX IV PUSH ADDL SEQ NEW,1,New Procedure,
751,97001,"Physical Therapy, Evaluation",245,New Procedure,Physical Therapy
752,97035,Ultrasound 15 min OT,1,New Procedure,Ultrasound
753,97110,OT Thera Ex Ea 15,3,New Procedure,
754,97110,PT THER EXERCISE EA 15MIN,1,New Procedure,Physical Therapy
755,97110,"Physical Therapy, Therapeutic Exercise",259,New Procedure,Physical Therapy
756,97110,Therapeutic Exercise Each 15 Minutes,1,New Procedure,
757,97112,OT Neuromsclr RE-E,3,New Procedure,
758,97112,PT Neuro Re Ed,3,New Procedure,Physical Therapy
759,97113,"Therapeutic procedure, 1 or more areas, each 15 min; aquatic therapy",1,New Procedure,Physical Therapy
760,97116,PT GAIT/STAIR TRAIN 1 EA 15MIN,1,New Procedure,Physical Therapy
761,97116,"Physical Therapy, Gait Training",255,New Procedure,Physical Therapy
762,97140,MANUAL THERAPY 15 MIN,3,New Procedure,Individual Therapy
763,97140,Manual Therapy 1/> Regions,2,New Procedure,Individual Therapy
764,97140,Manual Therapy Each 15 Minutes,1,New Procedure,Individual Therapy
765,97140,PT Manual TX,3,New Procedure,Physical Therapy
766,97161,"Physical Therapy, Eval Low Complexity 20 Min",2,New Procedure,Physical Therapy
767,97161,"Physical Therapy, Evaluation",245,New Procedure,Physical Therapy
768,97161,"Physical Therapy, Evaluation Low Complexity 20 minute",1,New Procedure,Physical Therapy
769,97161,"Physical Therapy, Evaluation Low complexity",4,New Procedure,Physical Therapy
770,97161,"Physical Therapy, Evaluation; low complexity",1,New Procedure,Physical Therapy
771,97161,"Physicial Therapy, Eval Low Complexity 20 Min",1,New Procedure,Physical Therapy
774,97162,"Physical Therapy, Evaluation",245,New Procedure,Physical Therapy
775,97162,"Physical Therapy, Evaluation Moderate Complexity",1,New Procedure,Physical Therapy
776,97162,"Physical Therapy, Evaluation Moderate complexity",4,New Procedure,Physical Therapy
777,97162,"Physical Therapy, Evaluation; moderate complexity",1,New Procedure,Physical Therapy
778,97163,"Physical Therapy, Evaluation",245,New Procedure,Physical Therapy
779,97163,"Physical Therapy, Evaluation High complexity",4,New Procedure,Physical Therapy
780,97163,"Physical Therapy, Evaluation; high complexity",1,New Procedure,Physical Therapy
781,97165,OT Eval Low Complex,1,New Procedure,
783,97530,OT Ther Act Ea 15,3,New Procedure,
784,97530,PT THER ACTIVITY 1 EA 15MIN,1,New Procedure,Physical Therapy
785,97530,PT Ther Activity,3,New Procedure,Physical Therapy
786,97530,PT Therapeutic Activities,1,New Procedure,Physical Therapy
787,97535,OT SLFCR/HM  Mgmt t,3,New Procedure,
788,97803,"CPSP Nutrition Assessment, Postpartum",1,New Procedure,
789,97810,"Acupuncture w/o electrical stimulation, initial 15 min",1,New Procedure,Acupuncture
790,97811,"Acupuncture w/o electrical stimulation, each additional 15 min",1,New Procedure,Acupuncture
791,99070,Special supplies phys/qhp,1,New Procedure,
792,99195,Phlebotomy,1,New Procedure,
793,99201,Clinic Visit Level 1 - New Patient,1,New Procedure,"Emergency Room Visit, Level 1 (low severity)"
794,99201,"OFFICE VISIT, NEW, LEVEL 1",1,New Procedure,"Outpatient Visit, established patient"
795,99201,"URGENT CARE Visit, Level 1",1,New Procedure,"Emergency Room Visit, Level 1 (low severity)"
796,99202,"URGENT CARE Visit, Level 2",1,New Procedure,"Emergency Room Visit, Level 2 (low to moderate severity)"
797,99203,Clinic Visit Level 3 - New Patient,1,New Procedure,"Emergency Room Visit, Level 3 (moderate severity)"
798,99203,E&M-NP LVL III,1,New Procedure,"Emergency Room Visit, Level 3 (moderate severity)"
799,99203,"URGENT CARE Visit, Level 3",1,New Procedure,"Emergency Room Visit, Level 3 (moderate severity)"
800,99204,"URGENT CARE Visit, Level 4",1,New Procedure,"Emergency Room Visit, Level 4 (high severity without signigicant threat)"
801,99205,"URGENT CARE Visit, Level 5",1,New Procedure,"Emergency Room Visit, Level 5 (high severity with significant threat)"
802,99211,Clinic Visit Level 1 - Established,1,New Procedure,"Outpatient Visit, established patient"
803,99211,"Outpatient Visit, established patient, 5 minutes",1,New Procedure,"Outpatient Visit, established patient"
804,99212,"Office Visit, Est., Level 2",1,New Procedure,"Outpatient Visit, established patient"
805,99212,"Outpatient Visit, established patient, 10 minutes",1,New Procedure,"Outpatient Visit, established patient"
806,99213,"Outpatient Visit, established patient, 15 minutes",246,New Procedure,"Outpatient Visit, established patient"
807,99213,"Outpatient Visit, established patient, 15 minutes (Family Practice)",1,New Procedure,"Outpatient Visit, established patient"
808,99213,"Outpatient Visit, established patient, Moderate Severity",1,New Procedure,"Outpatient Visit, established patient"
809,99214,History & Physical,1,New Procedure,
810,99214,"OFFICE VISIT, EST., LEVEL 4",1,New Procedure,"Outpatient Visit, established patient"
811,99214,"Outpatient Visit, established patient, 25 minutes",1,New Procedure,"Outpatient Visit, established patient"
812,99215,"Office Visit, Est., Level 5",1,New Procedure,"Outpatient Visit, established patient"
813,99215,"Outpatient Visit, established patient, 40 minutes",1,New Procedure,"Outpatient Visit, established patient"
814,99281,ER LEVEL I,1,New Procedure,"Emergency Room Visit, Level 1 (low severity)"
815,99281,"Emergency Department Visit, Level 1",1,New Procedure,"Emergency Room Visit, Level 1 (low severity)"
816,99281,"Emergency Room Visit, Level 1",5,New Procedure,"Emergency Room Visit, Level 1 (low severity)"
817,99281,"Emergency Room Visit, Level 1 (low severity)",1,New Procedure,"Emergency Room Visit, Level 1 (low severity)"
818,99282,"*Emergency Room Visit, Level 2 (low to moderate severity)",1,New Procedure,"Emergency Room Visit, Level 2 (low to moderate severity)"
819,99282,"Emergency Room Visit, Level 2",32,New Procedure,"Emergency Room Visit, Level 2 (low to moderate severity)"
820,99282,"Emergency Room Visit, Level 2 (low to moderate severity)",260,New Procedure,"Emergency Room Visit, Level 2 (low to moderate severity)"
821,99282,"Emergency Room Visit, Level 3",37,New Procedure,"Emergency Room Visit, Level 3 (moderate severity)"
822,99283,"*Emergency Room Visit, Level 3 (moderate severity)",1,New Procedure,"Emergency Room Visit, Level 3 (moderate severity)"
823,99283,ER VISIT LEVEL III,1,New Procedure,"Emergency Room Visit, Level 3 (moderate severity)"
824,99283,"Emergency Room Visit, Level 3",37,New Procedure,"Emergency Room Visit, Level 3 (moderate severity)"
825,99283,"Emergency Room Visit, Level 3 (low to moderate severity)",1,New Procedure,"Emergency Room Visit, Level 3 (moderate severity)"
826,99283,"Emergency Room Visit, Level 3 (moderate severity)",263,New Procedure,"Emergency Room Visit, Level 3 (moderate severity)"
827,99284,"*Emergency Room Visit, Level 4 (high severity)",1,New Procedure,"Emergency Room Visit, Level 4 (high severity without signigicant threat)"
828,99284,ER VISIT LEVEL IIII,1,New Procedure,"Emergency Room Visit, Level 4 (high severity without signigicant threat)"
829,99284,"Emergency Room Visit, Level 4",34,New Procedure,"Emergency Room Visit, Level 4 (high severity without signigicant threat)"
830,99284,"Emergency Room Visit, Level 4 (high severity w/o signigicant threat)",1,New Procedure,"Emergency Room Visit, Level 4 (high severity without signigicant threat)"
831,99284,"Emergency Room Visit, Level 4 (high severity with significant threat)",187,New Procedure,"Emergency Room Visit, Level 4 (high severity without signigicant threat)"
832,99284,"Emergency Room Visit, Level 4 (high severity without significant threat)",2,New Procedure,"Emergency Room Visit, Level 4 (high severity without signigicant threat)"
833,99284,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",182,New Procedure,"Emergency Room Visit, Level 4 (high severity without signigicant threat)"
834,99284,"Emergency Room Visit, Level 4 (high severity)",74,New Procedure,"Emergency Room Visit, Level 4 (high severity without signigicant threat)"
835,99284,"Emergency Room Visit, Level 4 (moderate severity)",1,New Procedure,"Emergency Room Visit, Level 4 (high severity without signigicant threat)"
836,99285,ED LEVEL 5,1,New Procedure,"Emergency Room Visit, Level 5 (high severity with significant threat)"
837,99285,ER VISIT LEVEL IIIII,1,New Procedure,"Emergency Room Visit, Level 5 (high severity with significant threat)"
838,99285,"Emergency Room Visit, Level 4 (high severity with significant threat)",187,New Procedure,"Emergency Room Visit, Level 4 (high severity without signigicant threat)"
839,99285,"Emergency Room Visit, Level 5",5,New Procedure,"Emergency Room Visit, Level 5 (high severity with significant threat)"
840,99285,"Emergency Room Visit, Level 5 (high complexity)",2,New Procedure,"Emergency Room Visit, Level 5 (high severity with significant threat)"
841,99285,"Emergency Room Visit, Level 5 (high severity with significant threat)",3,New Procedure,"Emergency Room Visit, Level 5 (high severity with significant threat)"
842,99285,"Emergency Room Visit, Level 5 (high severity without signigicant threat)",1,New Procedure,"Emergency Room Visit, Level 5 (high severity with significant threat)"
843,99285,"Emergency Room Visit, Level 5 (high severity)",2,New Procedure,"Emergency Room Visit, Level 5 (high severity with significant threat)"
608,9131095,GROUP EDUCATION SIERRA,2,New Procedure,GROUP THERAPY
609,9131096,GROUP EDUCATION FOLSOM,2,New Procedure,GROUP THERAPY
610,9172008,FAMILY TX W/PATIENT,2,New Procedure,FAMILY THERAPY
611,9173709,PSYCH HALF DAY,2,New Procedure,Individual Therapy
612,9179311,GROUP PSYCHOTHERAPY SIER,2,New Procedure,GROUP THERAPY
613,9179312,GROUP PSYCHOTHERAPY FOLS,2,New Procedure,GROUP THERAPY
614,9179370,PHP DUAL DIAG SIERRA,2,New Procedure,
615,9179371,PHP DUAL DIAG FOLSOM,2,New Procedure,
616,9193119,PHP FULL DAY UNBNDLD,2,New Procedure,
617,9193129,INDIVIDUAL TX,2,New Procedure,
618,9193604,PHP ADULT FULL DAY SIERR,2,New Procedure,
619,9193605,PHP ADULT FULL DAY FOLSO,2,New Procedure,
681,9410028,OPS GROUP THERAPY,2,New Procedure,GROUP THERAPY
682,9431115,INDIV THERAPY 30 MIN,2,New Procedure,Individual Therapy
689,9472002,FAMIL TX W/PT THERAPEUTI,2,New Procedure,FAMILY THERAPY
693,9479310,CD IOP NON MCARE SIERRA,2,New Procedure,
694,9479311,CD IOP NON MCARE FOLSOM,2,New Procedure,
695,9479360,INTENSIVE OUTPATIENT,2,New Procedure,
696,9479371,INTENSIVE IOP PSYCH SIER,2,New Procedure,
697,9479372,INTENSIVE IOP PSYCH FOLS,2,New Procedure,
698,9479627,GROUP PSYCH THERAPEUTIC,2,New Procedure,GROUP THERAPY
699,9480005,INTENSIVE ADOL IOP SIERR,2,New Procedure,
700,9480006,INTENSIVE ADOL IOP FOLSO,2,New Procedure,
701,9493121,PROCESS GROUP,2,New Procedure,
702,9493122,ADULT OP VISIT,2,New Procedure,
703,9493131,INDIV TX THERAPEUTIC SVC,2,New Procedure,
0,0G0121,COLORECTAL CANCER SCREENING; COLONOSCOPY ON INDIVIDUAL NOT MEETING CRITERIA FOR HIGH RISK,1,New Procedure,
16,15821-15823,BLEPHAROPLASTY UPPER/LOWER,1,New Procedure,Blepharoplasty 
57,28285-28270,CORRECTION HAMMERTOE,1,New Procedure,
207,58260-57260,VAG HYSTERECTOMY,1,New Procedure,Hysteroscopy
248,62322-62323,"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",218,New Procedure,Epidural
302,71020 (71046),"X-Ray, Chest, two views",288,New Procedure,X-ray
439,81000 or 81001,"Urinalysis, with microscopy",263,New Procedure,Urinalysis
447,81002 or 81003,URINALYSIS AUTO W/O MICRO,1,New Procedure,Urinalysis
448,81002 or 81003,"Urinalysis, without microscopy",256,New Procedure,Urinalysis
522,84443*,Thyroid Stimulating Hormone,292,New Procedure,
539,85610*,Prothrombin Time,292,New Procedure,
544,85730*,Partial Thromboplastin Time,289,New Procedure,Partial Thromboplastin
628,93000 or 93005,"Electrocardiogram, routine, with interpretation and report",231,New Procedure,Electrocardiogram
705,96030OVM20,EMERGENCY MEDICINE,1,New Procedure,
706,96030OVM21,EMERGENCY PSYCH,1,New Procedure,
707,9603O08Z11,CARDIOLOGY C,1,New Procedure,
708,9603O08Z48,ONCOLOGY,1,New Procedure,
709,9603O10Z98,SURGERY - OPHTHALMOLOGY OPD,1,New Procedure,Surgery
710,9603O10ZYB,SURGERY - OTOLARYNGOLOGY,1,New Procedure,Surgery
711,9603O19ZZS,GYNECOLOGY D,1,New Procedure,
712,9603O1CZ35,OP MEDICINE CONTINUING CARE,1,New Procedure,
713,9603O30Z79,RHEUMATOLOGY E,1,New Procedure,
714,9603O30ZZC,SURGERY - PODIATRY OPD,1,New Procedure,Surgery
715,9603O41Z57,PEDIATRICS M,1,New Procedure,
716,9603O41Z64,PRIMARY CARE M,1,New Procedure,
717,9603O46Z57,PEDIATRICS,1,New Procedure,
718,9603O78Z05,ANTICOAGULATION,1,New Procedure,
719,9603OAMC64,PRIMARY CARE,1,New Procedure,
720,9603OBJZ64,PRIMARY CARE P,1,New Procedure,
721,9603OENZ91,SURGERY - GENERAL OPD,1,New Procedure,Surgery
722,9603OENZZB,SURGERY - PLASTIC OPD,1,New Procedure,Surgery
723,9603OENZZG,SURGERY - UROLOGY OPD,1,New Procedure,Surgery
724,9603OH1Z57,PEDS HUB,1,New Procedure,
725,9603OOVM04,ANESTHESIA PRE-OP,1,New Procedure,
726,9603OOVM11,CARDIOLOGY CL,1,New Procedure,
727,9603OOVM68,PULMONARY,1,New Procedure,
728,9603OOVMYH,OBSTETRICS,1,New Procedure,
729,9603OOVMZI,URGENT CARE,1,New Procedure,
772,97161 - 97163,"Physical Therapy, Evaluation",245,New Procedure,Physical Therapy
773,97161-97163,"Physical Therapy, Evaluation",245,New Procedure,Physical Therapy
782,97165-97167,Occupational Therapy Evaluation,3,New Procedure,Physical Therapy
844,G0121,Colorectal cancer screening,1,New Procedure,Colonoscopy
845,G0129,PARTIAL HOSP PROG SERVICE,1,New Procedure,
846,G0176,ACTIVITY THERAPY,4,New Procedure,Physical Therapy
847,G0176,GROUP PSYCHOTHERAPY/ACTIVITY THERAPY,2,New Procedure,GROUP THERAPY
848,G0176,OPPS/PHP;ACTIVITY THERAPY,1,New Procedure,Physical Therapy
849,G0177,EDUCATION TRAINING,2,New Procedure,
850,G0177,GROUP PSYCHOTERAPY/EDUCATION,1,New Procedure,GROUP THERAPY
851,G0177,GROUP PSYCHOTHERAPY/EDUCATION,3,New Procedure,GROUP THERAPY
852,G0177,OPPS/PHP; TRAIN  EDUC SERV,1,New Procedure,
853,G0277,"Hyperbaric Oxygen Under Pressure, Full Body Chamber, per 30 Minutes",1,New Procedure,
854,G0410,GROUP PSYCHOTHERAPY,10,New Procedure,GROUP THERAPY
855,G0410,GROUP THERAPY PHP,2,New Procedure,GROUP THERAPY
856,G0410,GRP PSYCH PARTIAL,2,New Procedure,GROUP THERAPY
857,G0410,GRP PSYCH PARTIAL HOSP 45-50,1,New Procedure,GROUP THERAPY
858,G0410,PHP GROUP THERAPY 60MIN,1,New Procedure,GROUP THERAPY
859,G0463,Outpatient Visit,5,New Procedure,
860,G0463/99213,"Outpatient Visit, established patient, 15 minutes",246,New Procedure,"Outpatient Visit, established patient"